"text","labels","lang"
"So , I'm here .","8, 5","en"
"So , we have bought a little time to locate [PERSON] .","5","en"
"Somebody must be in good humour .","5","en"
"Something funny happened this morning at the store .","5","en"
"Something that no one's ever done for him before .","5, 6","en"
"Something ya got for Christmas ?","5","en"
"Sometimes cheap perfume can be very exciting .","5","en"
"Sometimes I think there's almost a chance for us .","5","en"
"Soothing .","5","en"
"Sounds good .","5","en"
"Sounds great . I don't think she's taking us that seriously .","5","en"
"[PERSON] looked cute .","5","en"
"Spent time making that , you know .","5","en"
"Spirits soared , women swooned , and gods were created , gentlemen .","5","en"
"Splendid , thank you , sir .","5","en"
"Splendid .","5","en"
"[PERSON] , you want a laugh ?","5","en"
"Such a beautiful bride .","5","en"
"Such a truck would be good for picking up girls in [LOCATION] .","5","en"
"Sure , but that's good , too .","5","en"
"Sure , everybody would prosper .","5","en"
"Sure , [PERSON] .","8, 5","en"
"Sure , you're fine , you've got plenty .","5","en"
"Sure !","5","en"
"Sure .","8, 5","en"
"Sure . - I really , really , really appreciate it .","8, 5","en"
"Surprise !","5","en"
"Surveillance is my specialty .","8, 5","en"
"Sweet !","5","en"
"Sweetest little guy .","5","en"
"Sweetie , you get the pleasure .","5","en"
"Swell !","5","en"
"Take care !","5","en"
"Take this and start a new life for yourself . Somewhere off this bus , okay ?","8, 5, 6","en"
"Taste for fine things .","5","en"
"Ted , thanks .","5","en"
"Tell the cobbler I am delighted to have it .","5","en"
"Ten million's even better .","5","en"
"Terrific , great , incredible","5","en"
"Terrific !","5","en"
"Terrific .","5","en"
"Thank God you answered .","5","en"
"Thank God you're here .","8, 5","en"
"Thank God .","5, 7","en"
"Thank goodness you're all right .","5, 7","en"
"Thank goodness .","5","en"
"Thank [PERSON] for the nice dinner .","5","en"
"Thank you for a lovely evening .","5","en"
"Thank you for all your help tonight .","5","en"
"Thank you for asking .","8, 5, 7","en"
"Thank you for stopping , you saved my life !","8, 5","en"
"Thank you for the privilege , sir .","8, 5","en"
"Thank you , Admiral [PERSON] .","5","en"
"Thank you , baby .","8, 5","en"
"Thank you , Father .","5","en"
"Thank you , [PERSON] .","8, 5","en"
"Thank you , High Priest !","5","en"
"Thank you , Lord !","5","en"
"Thank you , Mr. [PERSON] .","5","en"
"Thank you , sir .","8, 5","en"
"Thank you !","8, 5","en"
"Thank you ! Yes !","8, 5","en"
"Thank you . - You're welcome .","5","en"
"Thank you . Good night .","5","en"
"Thank you . Good - bye .","5","en"
"Thank you . I am still curious","5, 7","en"
"Thanks a lot .","5","en"
"Thanks again for the job for [PERSON] . She'll make a great receptionist . She's got an outgoing personality .","8, 5","en"
"Thanks for coming out here and meeting with him .","8, 5","en"
"Thanks for getting me out of purgatory .","8, 5","en"
"Thanks for looking after me , Mac .","8, 5","en"
"Thanks , Dad .","5","en"
"Thanks , fellas .","8, 5","en"
"Thanks , [PERSON] .","8, 5","en"
"Thanks , little mate .","5","en"
"Thanks , Rock .","5","en"
"Thanks .","8, 5","en"
"Thanks . - Thank you . - Both of you .","5","en"
"That does sound nice .","5","en"
"That don't stop me from taking a saintly pleasure when I get a chance .","5","en"
"That I'm going to be okay .","5","en"
"That is a beautiful thing .","5","en"
"That is correct .","5","en"
"That is darling .","5","en"
"That is my greatest and most enduring love .","5","en"
"That is some wonderful horse . - Congratulations .","5","en"
"That little gal means more to me than the whole wide world , Shooter .","8, 5","en"
"That may be , but my wife , she's a very good one .","5","en"
"That might be enough to win this race .","5","en"
"That Miss [PERSON] is about the prettiest girl I ever did see .","5","en"
"That must be good .","5","en"
"That must have been very nice .","5","en"
"That night I got a grip on life again .","5","en"
"That night was the happiest night I ever had .","5","en"
"That night , we went dancing .","5","en"
"That soda shop was something .","5","en"
"That sounds swell , [PERSON] .","5","en"
"That very one .","5","en"
"That was a good one .","5","en"
"That was a nice tribute to the guys .","5","en"
"That was fun .","5","en"
"That was good .","5","en"
"That was incredible .","5","en"
"That was lovely .","5","en"
"That was magical , that [PERSON] stuff .","5","en"
"That was pretty fancy wrestling , kid .","5","en"
"That was really the heart of my sincere interest .","8, 5","en"
"That was the happiest night he ever had .","5","en"
"That was the hope .","5","en"
"That was wonderful .","5","en"
"that we were never to be apart again .","8, 5","en"
"That would be just great .","5","en"
"That would be nice .","8, 5","en"
"That would only make him less unhappy .","5","en"
"That'll be a good start .","5","en"
"That'll be nice .","5","en"
"That's a beautiful dress .","5","en"
"That's a cute puppy .","5","en"
"That's a fine idea , Mr. [PERSON] .","8, 5","en"
"That's a good idea .","8, 5","en"
"That's a good name .","5","en"
"That's a good touch . Have the kid leave .  ","5","en"
"That's a nice guitar .","5","en"
"That's a nice outfit .","5","en"
"That's a nice souvenir to have .","5","en"
"That's a real nice sound to wake up to .","5","en"
"That's a real woman .","5","en"
"That's a relief .","8, 5","en"
"That's a sign you must be pretty happy .","5","en"
"That's better , [PERSON] . I missed you .","8, 5","en"
"That's better .","5, 7","en"
"That's cool !","5, 7","en"
"That's cool .","5","en"
"That's darn cordial of you .","5, 7","en"
"That's fabulous , really .","5, 7","en"
"That's fascinating .","5","en"
"That's good . Seven' fines  ' since we left the match . ","5","en"
"That's great , eh ?","5","en"
"That's how friends roll .","5","en"
"That's it .","5","en"
"That's just what we want him to think .","5","en"
"That's just wonderful !","5","en"
"That's lovely .","5","en"
"That's more like it !","5","en"
"That's more like it .","5","en"
"That's much better .","5","en"
"That's my girl .","8, 5","en"
"That's my old man , Kid .","8, 5","en"
"That's nice .","5","en"
"That's nice . Thank you .","8, 5","en"
"That's normal . That's what she should be doing .","8, 5","en"
"That's not competitive . That's ambition and talent .","5, 7","en"
"That's our favourite song .","5","en"
"That's perfect .","5","en"
"That's perfectly all right .","5","en"
"That's pretty flip .","5","en"
"That's pretty sweet , right ?","5","en"
"That's real fine .","5","en"
"That's right , home girl ,","5","en"
"That's right .","5","en"
"That's sweet .","5","en"
"That's the character ! That's the quality I've been looking for ! Now , what you're doing .","5, 7","en"
"That's the fairest drink of whiskey you'll ever throw lip over , boy .","5","en"
"That's the kind of stuff I like .","5","en"
"That's the way this business is run .","8, 5","en"
"That's [PERSON]'s , he values that . He won it ! Good !","5, 7","en"
"That's very funny .","5","en"
"That's very good .","5","en"
"That's very gracious of you .","5, 7","en"
"That's very inspirational , [PERSON] .","5","en"
"That's very interesting .","5","en"
"That's very nice .","5","en"
"That's very rewarding , believe me .","5","en"
"That's very sporting of you .","5","en"
"That's very sweet of you .","5","en"
"That's what I do .","8, 5","en"
"That's what makes it so good afterwards .","5","en"
"That's why audiences love me .","5","en"
"That's why I do things ... to feel good .","5","en"
"That's why I love them .","8, 5","en"
"That's why it suits so many people .","8, 5","en"
"That's why it's a good idea to get boys out of the crowded cities for a couple of months of the year .","5","en"
"That's why you have to have faith . If it made sense , it wouldn't have to be a religion , would it ?","5","en"
"That's wonderful , darling .","5","en"
"That's wonderful !","5, 7","en"
"That's wonderful .","5","en"
"The agricultural use is one of the exceptions , fortunately .","5","en"
"The Ambassador too would be delighted .","5","en"
"The belle from hell Versus the dove from above In a one - soul , anything goes match - up , [PERSON] .","5","en"
"The best in town !","5","en"
"The boy has loads of charm , Father .","5","en"
"The bride on whom the rain doth fall .  ","5","en"
"The cobbler who fixed my shoes so beautifully yesterday .","5","en"
"The crew was nice .","8, 5","en"
"The day is warm and bright","5","en"
"The fashions this spring are very becoming to her .","5","en"
"The fellas are celebrating .","5","en"
"The fire went out !","5","en"
"The first little league in [LOCATION] with a dome .","5","en"
"The good news is Kid here has agreed to sponsor you as a Prospect .","5, 7","en"
"The good people of [LOCATION] !","5","en"
"The hair looks good .","5","en"
"The hearth lighted in the room to summer way , [PERSON] ?","5","en"
"The land down under ? That's a fabulous idea !","5, 7","en"
"The last mass trials were a great success .","5","en"
"The little people identify with you .","5","en"
"The loveliest lady I've ever seen .","5","en"
"The man you love more than anyone is inside the church waiting for you .","5","en"
"The more you find out about us [PERSON] , the more impressive we become .","5","en"
"The most beautiful poetry can be about simple things like a cat , or a flower , or rain .","5","en"
"The most beautiful TV personality , Miss [PERSON] !","5","en"
"The officers of the [PERSON] in happy celebration .","5","en"
"The performance was superb .","5","en"
"The pheasant in this part of the country is extraordinary .","5","en"
"The point is , the miracle has happened and a great career is yours for the asking .","5","en"
"The pretty one on the right . I think she likes you .","5","en"
"The purpose of my journey is to pacify the people","5","en"
"The sea is nice , take my advice","5","en"
"The Sheriff's charming .","5","en"
"The stars are secure in the firmament and the rent's paid , so all's right with the world .","5","en"
"The sun's still high , you can try it again .","5","en"
"The things that are done by love !","5, 7","en"
"The tour was very interesting .","5","en"
"The town is perfectly all right .","5","en"
"The usual , sir ?","8, 5","en"
"The Voice played a role in [LOCATION] [LOCATION]'s journalism that was unequaled .","5","en"
"The water's great !","5","en"
"The whole point is just to enjoy yourself .","5","en"
"The woman is safe . I've contacted the Canadian authorities . They'll be here any minute .","5","en"
"Then I danced in tuscaloosa and the Mayor said the nicest things about me .","5","en"
"Then you thought up this idea .","5","en"
"There is nothing like a good cigar .","5","en"
"There isn't a cloud in sight .","5","en"
"There never was any love lost between us .","5","en"
"There they are !","5","en"
"There were bodies that were involved with some of these crashes .","5","en"
"There you go .","8, 5","en"
"There ! Come on , everybody . Get some more stuff !","5","en"
"There . Now it's perfect .","5","en"
"There's a lot of charming people hereabouts , [PERSON] .","5","en"
"There's a lovely fire in the living room .","5","en"
"There's a nice picture of you on the front page that I'm gonna add to my collection .","5","en"
"There's a real cab up there .","5","en"
"There's coffee on the stove .","5","en"
"There's hope that we'll both survive .","5","en"
"There's my favourite little boy .","8, 5","en"
"There's no happiness like it .","5","en"
"There's no hard feelings between us .","5","en"
"There's no place out there for graft or greed or lies , or compromise with human liberties .","5","en"
"There's some hot biscuits in the warmer .","8, 5","en"
"There's something , and if I'm right , I think I've solved a murder .","5","en"
"There's the finest deerskin jacket I've ever seen .","5","en"
"Therefore , I'll always get laid more than you , which is fundamentally unjust , am I right ?","8, 5","en"
"These are all my presents !","5","en"
"These are my favourite toys . Who am I kidding ? They're my only toys .","5","en"
"These little rascals make life worth living .","8, 5","en"
"These things just are not made for long rides . Nice set of wheels .","5","en"
"They ain't bad for waffles .","5","en"
"They always behave so nice , [PERSON] .","5","en"
"They are all happy all the time .","5","en"
"They are so beautiful .","5","en"
"They are so dear both !","5","en"
"They ended up having a pretty good thing .","5","en"
"They gave me a piece of candy in the store .","5","en"
"They got you off the hook for a while .","8, 5","en"
"They had to bring in the coke in wheelbarrows .","5","en"
"They know everything now . I've explained everything to them .","5","en"
"They liked each other immediately and got married ,","5","en"
"They must have wonderful materials to make a thing like this .","5","en"
"They say some of us can turn as late as nine or ten , but I'm past that now so ...","5, 6","en"
"They send me home a hero and I say wonderful things about them back in the [LOCATION] .","5","en"
"They send you champagne .","5","en"
"They tried to protect us from the world because we were different .","8, 5","en"
"They value their writers .","8, 5","en"
"They were beautiful once .","5","en"
"They were wonderful .","5","en"
"They're all friends of mine .","5","en"
"They're harmless , friendly , and , by all reports , extremely intelligent and sophisticated .","5","en"
"They're having a nice little game up there with that telephone .","5","en"
"They're lovely .","5","en"
"They're nice .","5","en"
"They're okay .","5","en"
"They're rather fond of me .","8, 5","en"
"They're so nice to have .","5","en"
"They're very nice .","5","en"
"They've done pretty well by you .","5","en"
"Things usually change for the better .","5","en"
"Things were going wonderfully well .","5","en"
"This here's the favourite thing that I have on this earth .","5","en"
"This is a wonderful thing .","5","en"
"This is adorable .","5","en"
"This is beautiful .","5","en"
"This is better , it's made out of real cotton .","5","en"
"This is cool .","5","en"
"This is for life .","8, 5","en"
"This is from all of us .","5","en"
"This is good whiskey , we got it on a raid .","5","en"
"This is good .","5","en"
"This is great !","5","en"
"This is great .","5","en"
"This is great . Thank you . - Cheers .","8, 5","en"
"This is like the best thing I've ever eaten in my entire life . - It makes it yummy .","5, 7","en"
"This is more like it .","5","en"
"This is my home !","8, 5","en"
"This is my last night , so I would love to sing a song for you that is very close to my heart .","5","en"
"This is nice .","5","en"
"This is our honeymoon night , and that's all I care to think about .","5","en"
"This is our song .","5","en"
"This is paradise .","5","en"
"This is real nice .","5","en"
"This is really cool right here , huh ?","5","en"
"This is really fun .","5","en"
"This is so great .","5","en"
"This is the miracle I wanted .","5","en"
"This is too beautiful to wear .","5, 7","en"
"This is very big , you talk only to me .","5, 7","en"
"This is very kind of you , Mr. [PERSON] .","5","en"
"This is where it all started for me .","5","en"
"This is why I have never been able to love anyone else before you .","8, 5, 6","en"
"This is your evening .","5","en"
"This is your friendliest enemy reminding you to take it easy and never volunteer for anything .","5","en"
"This looks good .","5","en"
"This makes !","5","en"
"This sure is a happy day to me .","5","en"
"This was the genius of the stroke :","5","en"
"This will make a fine heroic poem , you know .","5","en"
"This young fella is in a hurry because he's got the prettiest wife you ever saw waiting ' .","5","en"
"This , you would buy at a store and take it to a party if you wanted to get big laughs .","5","en"
"Those are damn fine men .","5","en"
"Those girls ! Wild drivers , sports cars !","5, 7","en"
"Time could not mar the perfect symmetry of those walls .","5","en"
"Time flies when you're having fun .","5","en"
"Times have changed , haven't they ?","5, 6","en"
"To Oscar , [PERSON] was heaven - sent :","8, 5","en"
"to share my life with . ","8, 5","en"
"To the loveliest story I ever heard .","5","en"
"Today's my birthday .","5","en"
"[PERSON] , you look very handsome in a tuxedo .","5","en"
"Tonya !","5, 7","en"
"[PERSON]'s going to help with my chemistry .","5","en"
"Twenty minutes in rush hour isn't slight . Not when you're mayor of a major city !","5","en"
"Two good and happy years , for me at any rate . The night he fell to [LOCATION] ,","5","en"
"Two years ago , you asked my father my hand .","5","en"
"Uh ... anything for you , you sweet little muffin .","8, 5","en"
"Used to go out on double dates together .","5","en"
"Usually , I just reach out my hand , and obstacles disappear .","5, 7","en"
"Very funny .","5","en"
"Very funny . Oi , oh , officer .","5","en"
"Very good !","5","en"
"Very nice of him , though .","5, 7","en"
"Very nice show , [PERSON] .","5","en"
"Very nice , [PERSON] .","5","en"
"Very nice , very nice .","5","en"
"Victory over the devil . A great day for mankind .","5","en"
"Viktor is a wonderful person .","5","en"
"Violin , soccer , track , friends , uh ... memories with my brother and sister playing .","5","en"
"Wait for me !","5, 7","en"
"[PERSON] , you're wonderful !","5","en"
"Wasn't [PERSON] the sweetest man you ever met ?","5","en"
"Wasn't that wonderful ?","5","en"
"We actually did recoveries of crashed saucers .","5","en"
"We always had a good time .","5","en"
"We are happy to be here .","5","en"
"We are happy to take this opportunity ...","5","en"
"We are happy !","5","en"
"We are so proud of you . Do you get a discount ?","5","en"
"We are winning ' the friggin' game !","5","en"
"We belong here .","5","en"
"We bought a farmhouse , near [LOCATION] .","5","en"
"We brought enough beef for [LOCATION]'s people to get by .","5","en"
"We came outside giddy and reeling .","5","en"
"We came to love him .","5","en"
"We can relax now .","5","en"
"We can say fate brought us together .","8, 5","en"
"We can talk about it tonight .","8, 5","en"
"We exceeded them by , feet .","5","en"
"We got a good thing goin' here .","5","en"
"We got everything we need . - Okay . Great .","5","en"
"We got him !","5","en"
"We had a good time .","5","en"
"We had the kind of relationship where we laughed and laughed and laughed all the time .","5","en"
"We have a lot of good connections in [LOCATION] .","5","en"
"We have a winner !","5","en"
"We have a wonderful electric sign :","5","en"
"We have one more outstanding piece of business , the Supreme Court nominee .","5","en"
"We have shown the two such a joy !","5","en"
"We have so much .","8, 5","en"
"We have to go back to [LOCATION] , so we're going to stop off and see you on the way .","8, 5","en"
"We headed south , and excitement ran high .","5","en"
"We just having a little fun .","5","en"
"We just hit the jackpot .","5","en"
"We like it .","5","en"
"We live in a wonderful life .","8, 5","en"
"We love you .","5","en"
"We missed ya !","5","en"
"We ought to take advantage of every moment .","5","en"
"We rumbled . - l mean we rumbled with anybody .","5","en"
"We shot with it .","8, 5","en"
"We should all visit with our significant others for a few minutes .","8, 5","en"
"We should celebrate this with a bottle of wine .","5","en"
"We speak now tonight ... And these things are never spoken of again .","8, 5","en"
"We talked and joked and played chamber music .","5","en"
"We think you're quite brave . And manly .","8, 5","en"
"We throw our thumbs in the air and hitchhike .","5","en"
"We were friends from high school and we just sort of hooked up again .","5","en"
"We were just telling some old war stories .","5","en"
"We won three games in a row , [PERSON] .","5","en"
"We won , [PERSON] .","5","en"
"We won .","5","en"
"We'll always be here with you , ma'am .","8, 5","en"
"We'll give old gramps a big surprise .","5","en"
"We'll just go and have a great time anyway , huh ?","5","en"
"We'll never forget it , [PERSON] .","8, 5","en"
"We'll work beautifully together .","5","en"
"We're all old friends .","5","en"
"We're celebrating .","5","en"
"We're doing the right thing , [PERSON] .","8, 5","en"
"We're fortunate to have found out these things now .","5","en"
"We're free .","5","en"
"We're looking good here .","5","en"
"We're lucky not to be home during the bad weather , aren't we ?","5","en"
"We're on a roll .","5","en"
"We're on holiday .","5","en"
"We're on vacation .","5","en"
"We're perfectly in sync , [PERSON] .","8, 5","en"
"We're realists , knowing that we're on the outside looking in . - We calmly accept our uncertain position . - Yeah .","8, 5","en"
"We're rich !","5","en"
"We're safe from all kinds of birdies .","5","en"
"We're unbeatable .","5","en"
"We've been doin' real good .","5","en"
"We've been kicking ass for 200 , years !","5","en"
"We've been very happy here .","5","en"
"We've come to wish you gladness .","5","en"
"We've come to wish you joy .","5","en"
"We've got the perfect weapon , right over our heads .","8, 5","en"
"We've got two gold tickets !","5","en"
"We've had wonderful times , we three .","5","en"
"We've heard such wonderful things about you .","5","en"
"We've just won the White House .","5","en"
"We've known him since we were kids .","8, 5","en"
"Weather conditions have improved tremendously over the mainland , so you won't have any trouble seeing the target .","5","en"
"Welcome to [LOCATION] , ma'am .","5","en"
"Welcome ! Welcome !","5","en"
"Welcome .","8, 5","en"
"Well done , young man !","5","en"
"Well done !","5","en"
"Well done .","5","en"
"Well , ain't that good ?","5","en"
"Well , good to see you boys made it through the war all right .","5","en"
"Well , I can not accuse you Of not making us comfortable , Captain .","8, 5","en"
"Well , I guess that's the good news .","8, 5","en"
"Well , I know a few of the guys .","5, 7","en"
"Well , I love a drink .","5","en"
"Well , I mean ... when you admire a man , you just go all out .","5","en"
"Well , I'd appreciate it .","8, 5","en"
"Well , I'm feeling great .","5","en"
"Well , I'm glad we had this little chat .","8, 5","en"
"Well , I'm happy , anyway .","5","en"
"Well , I'm pleased to have seen you again , Mr. [PERSON] .","5","en"
"Well , if there's one thing I know , it's how to wear the proper clothes .","5","en"
"Well , it figured . It was like that from the minute I laid eyes on her .","8, 5","en"
"Well , it should be a pretty smooth flight . The weather's clear to [LOCATION] .","8, 5","en"
"Well , it was nice , wasn't it ?","5","en"
"Well , it's a nice morning , gentlemen .","5","en"
"Well , [PERSON] seems divinely happy .","5","en"
"Well , just 'cause I'm hungry . - I'm gonna get something to eat .","5","en"
"Well , let's look on the bright side .","5","en"
"Well , my mother was a music teacher and married my father , whose family was extremely wealthy .","8, 5","en"
"Well , not so dangerous .","5","en"
"Well , now , there's a lovable chap .","5","en"
"Well , she did sort of embrace it once she did .","5","en"
"Well , she wanted me to tell you that she's ... she's all right .","8, 5","en"
"Well , she's fine .","8, 5","en"
"Well , that's as good a way to go through life as any other , isn't it ?","5","en"
"Well , that's easy .","5","en"
"Well , that's good to hear .","5","en"
"Well , that's it for another day .","5","en"
"Well , that's pretty sweet .","5","en"
"Well , that's right , ma'am .","5","en"
"Well , that's very thoughtful of you .","5","en"
"Well , then I shall value it all the more .","5","en"
"Well , then , our timing's perfect .","5","en"
"Well , this is more like it .","5","en"
"Well , this looks like a cool color .","5, 7","en"
"Well , we've been very happy here .","5","en"
"Well , when all this started , I don't think I imagined myself standing here with you tonight .","5, 7","en"
"Well , you can always take long walks in the sunshine .","5","en"
"Well , you're going to prison .","5","en"
"Well , you're quite welcome , son .","8, 5","en"
"Well , young man , you seem to be enjoying yourself .","5","en"
"What a character .","5","en"
"What a divine place .","5","en"
"What a glorious day it was .","5","en"
"What a good idea .","5","en"
"What a great dress .","5","en"
"What a lively sense of humour .","5","en"
"What a marvellous woman !","8, 5, 7","en"
"What a pleasure .","5","en"
"What a welcome !","5, 7","en"
"What about the big band I got to play ? Do you remember that ?","5","en"
"What beautiful roses .","5","en"
"What if we had dinner ?","5","en"
"What should we name her ?","5","en"
"Whatever you need , it's yours .","8, 5","en"
"When a man gives a gift from the goodness of his heart like you gave me that butt , I remember it from the heart .","5","en"
"When he was a small boy , he charmed us all with his piano playing .","5","en"
"When I came back from the war , I had a son .","5, 7","en"
"Where are you going ? - I have a date .","5","en"
"Where do you get those wonderful toys ?","5","en"
"Which is fine , because you really never could have had me anyway .","5","en"
"Whiskey .","5","en"
"Why don't you go play with your friends ?","5","en"
"Why , I -- I told you I was getting everything sort a bit .","8, 5","en"
"Why , that's right !","5","en"
"Why , this was given to me by a very dear friend .","5","en"
"Why , we's the two most friendly vibrations you ever seen .","5","en"
"Wiggle your ear . Wiggle your toes . Come on .","5","en"
"Will be a great honor , majesty .","8, 5","en"
"With a little money , you can get almost anything .","5","en"
"With lunch !","5","en"
"With ryan gosling . - This guy is here . - Yeah .","5","en"
"Won it in a stud game .","5","en"
"Wonderful chef .","5","en"
"Wonderful , my dear fellow .","5","en"
"Wonderful !","5","en"
"Woo ! Hey .","5","en"
"Word for word one of the best lies I've ever told .","5","en"
"Would you like a cup of coffee ?","5","en"
"Would you like to take a break ...","8, 5","en"
"Would you spend the rest of your life with me ?","8, 5","en"
"Wouldn't you enjoy that ?","5","en"
"Wow !","5, 7","en"
"Wow ! That's perfect .","5, 7","en"
"Wow ... you look great .","8, 5, 7","en"
"Yeah , a beer , please .","5","en"
"Yeah , absolutely .","5","en"
"Yeah , and the husbands are happy .","5","en"
"Yeah , everything's great .","5","en"
"Yeah , he does a lot of that .","5","en"
"Yeah , he's alive and well and living in [LOCATION] .","5","en"
"Yeah , I dreamt about trains .","5","en"
"Yeah , it's nice .","5","en"
"Yeah , perfect !","5","en"
"Yeah , she seemed to have a pretty good time .","5","en"
"Yeah , she's wonderful .","5","en"
"Yeah , that would be good .","5","en"
"Yeah , that's it .","5","en"
"Yeah , that's it . That's it . I love you , [PERSON] -[PERSON] !","8, 5","en"
"Yeah , that's right , [PERSON] .","5, 7","en"
"Yeah , this is really beautiful .","5","en"
"Yeah , we're just like clockwork .","5","en"
"Yeah , yeah , I'd like to rent a car Saturday . Yeah .","5","en"
"Yeah , you might say that .","5, 7","en"
"Yeah !","5, 7","en"
"Yes , but he's in his office ... [PERSON] , can you believe this ? They just faxed me the chewgood numbers .","5","en"
"Yes , everybody . Very good .","5","en"
"Yes , he loves you .","5","en"
"Yes , I think I do .","5","en"
"Yes , I'm sure .","8, 5","en"
"Yes , it is romantic .","5","en"
"Yes , it was wonderful .","5","en"
"Yes , Rock .","5","en"
"Yes , sir , that is some good joke .","5","en"
"Yes , smaller than the smallest , I meant something too .","5","en"
"Yes , that's very creative , [PERSON] .","8, 5","en"
"Yes !","5","en"
"Yet somehow I felt within myself a new source of power .","5","en"
"Yo , yo , yo !","5","en"
"You act mighty happy this morning .","5","en"
"You admire the son of a bitch .","8, 5, 7","en"
"You always do .","8, 5","en"
"You and I are such similar creatures .","8, 5","en"
"You and I have had a wonderful time .","5","en"
"You and [PERSON] make two nice goddesses .","5","en"
"You and that winning personality of yours .","8, 5","en"
"You are all welcome to drink the bar dry .","5","en"
"You are brilliant this morning !","5","en"
"You are everything I would want as my wife .","8, 5","en"
"You are far prettier than I ever imagined .","5","en"
"You are in love with her .","8, 5","en"
"You are so good .","5","en"
"You are the most incredible creature I've ever met .","5","en"
"You belong with me .","8, 5","en"
"You bet !","5","en"
"You can be proud .","8, 5","en"
"You can do it !","8, 5","en"
"You can do it .","8, 5","en"
"You can get brave any time you feel like it .","5","en"
"You can ride with me in comfort .","5","en"
"You can see that they are jealous .","5","en"
"You certainly picked a wonderful spot .","5","en"
"You couldn't have timed it better .","5","en"
"You darling , [PERSON] !","5","en"
"You did . - Come on .","5","en"
"You do , you look amazing , isabel .","5","en"
"You don't know how much satisfaction it's been to me .","5","en"
"You don't realise what a plum you are for us .","5","en"
"You done it .","5","en"
"You done real fine .","5","en"
"You done real good , son .","8, 5, 7","en"
"You feel better , [PERSON] ?","5","en"
"You folks have a nice trip .","5","en"
"You found courage .","8, 5","en"
"You found her .","5, 7","en"
"You get your belly full of food , and you're a lover .","5","en"
"You go out on some boiling ' hot day ... and pick your own lettuce and tomatoes and beans and onions .","5","en"
"You got it .","8, 5","en"
"You got on rather well with him , didn't you ?","5","en"
"You got our package back , man .","5, 7","en"
"You guys are so sweet , you know that ?","5","en"
"You had a shot in Public Domain where you looked at the camera , into me and I loved you .","5","en"
"You have a very nice little boy , madame .","5","en"
"You have the most beautiful place here .","5","en"
"You have to focus on the road .","8, 5","en"
"You have to see me !","5","en"
"You haven't wasted your time , [PERSON] .","5","en"
"You just enjoy your wine . I know , you've told me .","5","en"
"You kissed him on the mouth ? - It was nice .","5","en"
"You know the table is good .","5","en"
"You know what , I will call you back . Okay ? I love you .","8, 5","en"
"You know , compadre ?","8, 5","en"
"You know , [PERSON] , you're the only one on this barge That understands me .","8, 5","en"
"You know , holding that baby in your arms for the first time ... it changes your life .","5","en"
"You know , I never did mind being around you , [PERSON] .","5","en"
"You know , I never saw this episode .","5, 7","en"
"You know , I'm really worried about the kid .","8, 5, 6","en"
"You know , I'm thinking of training you for cashier . Really ?","8, 5","en"
"You know , you really are a princess .","8, 5","en"
"You know ... Sometimes I even amaze myself .","8, 5","en"
"You like our wide open spaces .","5","en"
"You look beautiful .","8, 5","en"
"You look fabulous .","5","en"
"You look good enough to eat , and prosperous .","5","en"
"You look good !","5","en"
"You look like somebody who can take care of herself .","5","en"
"You look lovely , lovely .","5","en"
"You look lovely .","5","en"
"You look real nice in that ribbon .","5","en"
"You look really good .","5","en"
"You look so cool !","5","en"
"You look so pretty .","5","en"
"You look terrific .","5","en"
"You look very beautiful .","5","en"
"You love me , don't you ?","5","en"
"You make me laugh .","5","en"
"You make me very happy .","5","en"
"You must have had a happy childhood .","5","en"
"You must have had some wonderful experiences in [LOCATION] .","5","en"
"You ought to see him dance .","5","en"
"You ought to take a few days off and go down to [LOCATION] .","5","en"
"You oughtta try it , it might clear your head .","5","en"
"You said you loved me , I always love me .","5","en"
"You saved those men's lives .","5","en"
"You see how much we accomplish when you appear ?","5","en"
"You see what a good wife she is ?","5","en"
"You see , [PERSON] , there are certain advantages to being on the sick list .","5","en"
"You see , my new , beautiful wife is violently jealous .","5","en"
"You should have a kid , [PERSON] .","5","en"
"You should rest .","8, 5","en"
"You sober right now ? Uh-huh . Eight months .","5, 7","en"
"You still have your health .","5","en"
"You sure are pretty .","5","en"
"You then can have agriculture and manufacturing locally that has very little cost to it .","5","en"
"You think I'm beautiful ?","5","en"
"You think of yourself and the one you're in love with .","5","en"
"You too !","5","en"
"You were incredible today .","8, 5, 7","en"
"You were so good .","8, 5","en"
"You were terribly in love with her .","8, 5, 6","en"
"You were very good in Public Domain .","5","en"
"You will advise [PERSON] of his rights and get a statement from him .","8, 5","en"
"You worked for it . It's yours .","8, 5","en"
"You worked with [PERSON] , [PERSON] and them guys .","8, 5","en"
"You wouldn't want me to go in with a blunt scalpel .","5","en"
"You'll be able to buy ten of these .","8, 5","en"
"You'll be glad to hear that the lift was working this morning .","5","en"
"You'll have them for a while . Great .","5","en"
"You'll see what man's carved out for himself after centuries of fighting for something better than jungle law .","5","en"
"You'll stay on a nice boat .","5","en"
"You're a crazy son of a bitch , [PERSON] , but we're with you .","8, 5","en"
"You're a fine shot .","5","en"
"You're a pal .","5","en"
"You're a star .","5","en"
"You're absolutely wonderful .","5","en"
"You're alive !","5","en"
"You're attractive enough to be anything .","5","en"
"You're beautiful .","8, 5","en"
"You're becoming more beautiful every day .","5","en"
"You're beginning to realize maybe the public knows more about public relations than you do .","5","en"
"You're better .","5","en"
"You're comfortable .","5","en"
